year,sex,age,marst,race,raced,hispan,hispand,speakeng,hcovany
2019,male,44,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,13,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,55,"married, spouse present",white,white,other,colombian,"yes, but not well",with health insurance coverage
2019,male,24,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,28,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,36,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,94,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,6,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,25,"married, spouse absent",white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,male,17,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,41,never married/single,"other race, nec","other race, n.e.c",cuban,cuban,"yes, speaks only english",with health insurance coverage
2019,female,7,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,21,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,less than 1 year old,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,4,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,56,"married, spouse present",three or more major races,"white, asian write_in, other race write_in (2000 1%)",other,"other, n.s","yes, speaks very well",with health insurance coverage
2019,female,25,never married/single,other asian or pacific islander,vietnamese,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,male,19,"married, spouse absent",white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,37,never married/single,white,white,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,male,12,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,55,"married, spouse present",white,white,other,venezuelan,"yes, speaks very well",with health insurance coverage
2019,male,53,"married, spouse present",white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,male,72,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,7,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,42,"married, spouse present",white,white,other,"other, n.s","yes, speaks only english",with health insurance coverage
2019,male,65,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,39,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,89,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,50,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,51,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,41,separated,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,61,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,38,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,73,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,69,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,62,divorced,white,white,other,venezuelan,"yes, speaks very well",with health insurance coverage
2019,female,less than 1 year old,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,19,never married/single,white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,female,26,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,75,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,43,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,6,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,80,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,36,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,62,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,58,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,81,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,25,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,13,never married/single,white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,19,never married/single,white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,female,56,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
